"n","nombre","ruta","extension","tamano_bytes","fecha_creacion","fecha_modificacion","cliente","categoria","subcategoria","estado_lectura","relevancia","duplicado","documentos_relacionados","observaciones"
"144","2026_06_08_16_43_29_348.mp4","GOOGLE DRIVE / Imágenes Aurora",".mp4","n/d","n/d","n/d","AURORA","11_IMÁGENES","Vídeo Drive","NO LEÍDO — vídeo sin transcribir","ALTA","—","Ver 14_GOOGLE_DRIVE_AUDITORIA.md","Carpeta Drive: Imágenes Aurora. Posible material para VSL/videos (INFERENCIA)"
"145","IMG-20260326-WA0008.jpg","GOOGLE DRIVE / Imágenes Aurora",".jpg","n/d","n/d","n/d","AURORA","11_IMÁGENES","Imagen Drive (analizada)","SÍ — descargada y analizada visualmente","MEDIA","—","Ver 14_GOOGLE_DRIVE_AUDITORIA.md","Carpeta Drive: Imágenes Aurora"
"146","IMG-20260326-WA0009.jpg","GOOGLE DRIVE / Imágenes Aurora",".jpg","n/d","n/d","n/d","AURORA","11_IMÁGENES","Imagen Drive (analizada)","SÍ — descargada y analizada visualmente","MEDIA","—","Ver 14_GOOGLE_DRIVE_AUDITORIA.md","Carpeta Drive: Imágenes Aurora"
"147","IMG-20260326-WA0010.jpg","GOOGLE DRIVE / Imágenes Aurora",".jpg","n/d","n/d","n/d","AURORA","11_IMÁGENES","Imagen Drive (analizada)","SÍ — descargada y analizada visualmente","MEDIA","—","Ver 14_GOOGLE_DRIVE_AUDITORIA.md","Carpeta Drive: Imágenes Aurora"
"148","IMG20260312140304~3.jpg","GOOGLE DRIVE / Imágenes Aurora",".jpg","n/d","n/d","n/d","AURORA","11_IMÁGENES","Imagen Drive (analizada)","SÍ — descargada y analizada visualmente","MEDIA","—","Ver 14_GOOGLE_DRIVE_AUDITORIA.md","Carpeta Drive: Imágenes Aurora"
"149","lv_0_20260529165214.mp4","GOOGLE DRIVE / Imágenes Aurora",".mp4","n/d","n/d","n/d","AURORA","11_IMÁGENES","Vídeo Drive","NO LEÍDO — vídeo sin transcribir","ALTA","—","Ver 14_GOOGLE_DRIVE_AUDITORIA.md","Carpeta Drive: Imágenes Aurora. Posible material para VSL/videos (INFERENCIA)"
"150","Screenshot_2026-04-28-19-11-48-71_a23b203fd3aafc6dcb84e438dda678b6~3.jpg","GOOGLE DRIVE / Imágenes Aurora",".jpg","n/d","n/d","n/d","AURORA","11_IMÁGENES","Imagen Drive (analizada)","SÍ — descargada y analizada visualmente","MEDIA","—","Ver 14_GOOGLE_DRIVE_AUDITORIA.md","Carpeta Drive: Imágenes Aurora"
"151","VID_20260412_080339_740.mp4","GOOGLE DRIVE / Imágenes Aurora",".mp4","n/d","n/d","n/d","AURORA","11_IMÁGENES","Vídeo Drive","NO LEÍDO — vídeo sin transcribir","ALTA","—","Ver 14_GOOGLE_DRIVE_AUDITORIA.md","Carpeta Drive: Imágenes Aurora. Posible material para VSL/videos (INFERENCIA)"
"152","Video de auroravelavelasci","GOOGLE DRIVE / Imágenes Aurora","(gdoc)","n/d","n/d","n/d","AURORA","25_PENDIENTE_DE_REVISIÓN","","NO LEÍDO","MEDIA","—","Ver 14_GOOGLE_DRIVE_AUDITORIA.md","Carpeta Drive: Imágenes Aurora"
"153","Testimonios","GOOGLE DRIVE / RAIZ","(carpeta)","n/d","n/d","n/d","AURORA","10_VENTAS","Carpeta Drive","SÍ — recorrido: carpeta VACÍA","ALTA","—","Ver 14_GOOGLE_DRIVE_AUDITORIA.md","Carpeta de Google Drive (sin correspondencia local)"
"154","Ventas","GOOGLE DRIVE / RAIZ","(carpeta)","n/d","n/d","n/d","AURORA","10_VENTAS","Carpeta Drive","SÍ — recorrido e inventariado","MEDIA","—","Ver 14_GOOGLE_DRIVE_AUDITORIA.md","Carpeta de Google Drive"
"155","CORRECCIÓN DE LLAMADAS DE VENTA Y SETTING","GOOGLE DRIVE / Ventas","(gdoc)","n/d","n/d","n/d","AURORA","10_VENTAS","Plantilla de llamadas de venta y setting","SÍ — exportado y leído","MEDIA","—","Ver 14_GOOGLE_DRIVE_AUDITORIA.md","Carpeta Drive: Ventas"
"156","analisis_competencia_directa.docx","GOOGLE DRIVE / RAIZ",".docx","n/d","n/d","n/d","AURORA","19_ESTRATEGIA","Análisis de competencia directa","SÍ — descargado y leído","ALTA","—","Ver 14_GOOGLE_DRIVE_AUDITORIA.md","Carpeta Drive: RAIZ"
"157","Aurora - Plan de Contenidos","GOOGLE DRIVE / RAIZ","(gdoc)","n/d","n/d","n/d","AURORA","05_MARKETING","Plan de contenidos de Aurora","SÍ — exportado y leído","ALTA","—","Ver 14_GOOGLE_DRIVE_AUDITORIA.md","Carpeta Drive: RAIZ"
"158","Aurora - Ángulos de Comunicación","GOOGLE DRIVE / RAIZ","(gdoc)","n/d","n/d","n/d","AURORA","05_MARKETING","Ángulos de comunicación de Aurora","SÍ — exportado y leído","ALTA","—","Ver 14_GOOGLE_DRIVE_AUDITORIA.md","Carpeta Drive: RAIZ"
"159","enamorandote_de_tu_cliente_nutricion_higienismo.docx","GOOGLE DRIVE / RAIZ",".docx","n/d","n/d","n/d","AURORA","07_CLIENTES","Cliente ideal / enamorándote de tu cliente","SÍ — descargado y leído","ALTA","—","Ver 14_GOOGLE_DRIVE_AUDITORIA.md","Carpeta Drive: RAIZ"
"160","METODOLOGÍA AURORA.docx","GOOGLE DRIVE / RAIZ",".docx","n/d","n/d","n/d","AURORA","17_PRODUCTOS","Metodología AURORA (SOBERANÍA VITAL)","SÍ — descargado y leído","ALTA","—","Ver 14_GOOGLE_DRIVE_AUDITORIA.md","Carpeta Drive: RAIZ"
